Month_Ending,FY_Start_Date,FY_End_Date,PARTYEAR,Age_Band,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance
31OCT2025,01APR2025,31MAR2026,202513,08. 19,9566,4749,6849,2717,2477,8318,3882,72601,52730,7293,18445,34282
31OCT2025,01APR2025,31MAR2026,202513,09. 20 - 24,55472,28125,39832,15640,14234,49660,19395,429189,319032,40516,113054,205970
31OCT2025,01APR2025,31MAR2026,202513,10. 25 - 29,81828,43526,59875,21953,20108,74647,22800,675549,509461,54704,174097,335349
31OCT2025,01APR2025,31MAR2026,202513,11. 30 - 34,103392,57832,74669,28723,26315,94239,26319,886134,676073,61767,224724,451329
31OCT2025,01APR2025,31MAR2026,202513,12. 35 - 39,95957,57872,62049,33908,31184,86247,26852,837901,632623,60072,217721,414885
31OCT2025,01APR2025,31MAR2026,202513,13. 40 - 44,82319,53770,44787,37532,34914,71807,24614,690828,518678,49371,188472,330189
31OCT2025,01APR2025,31MAR2026,202513,14. 45 - 49,81341,55417,40884,40457,37797,69894,23659,665291,505409,44011,181939,323442
31OCT2025,01APR2025,31MAR2026,202513,15. 50 - 54,99712,69173,48278,51434,47768,85086,26402,791343,610095,45810,212794,397275
31OCT2025,01APR2025,31MAR2026,202513,16. 55 - 59,126741,89227,61696,65045,60505,106613,31689,971647,758350,49386,253066,505258
31OCT2025,01APR2025,31MAR2026,202513,17. 60 - 64,151391,106198,74458,76933,71562,125315,35845,1092319,864753,47769,278460,586265
31OCT2025,01APR2025,31MAR2026,202513,18. 65 - 69,157817,109882,78970,78847,73635,128857,36791,1073934,862037,39662,267962,594047
31OCT2025,01APR2025,31MAR2026,202513,19. 70 - 74,165774,112625,86620,79154,74000,131652,39505,1025831,833196,32064,255028,578133
31OCT2025,01APR2025,31MAR2026,202513,20. 75 - 79,199694,129402,110626,89068,83117,153273,50641,1145136,931807,33448,281454,650331
31OCT2025,01APR2025,31MAR2026,202513,21. 80 - 84,160368,93610,101810,58558,54109,114741,47282,818652,660256,26508,199516,460711
31OCT2025,01APR2025,31MAR2026,202513,22. 85 - 89,115322,57601,85482,29840,27442,74580,40106,499112,396044,19187,120121,275911
31OCT2025,01APR2025,31MAR2026,202513,23. 90+,70956,28652,60792,10164,9371,41187,28966,236990,184448,10251,54123,130319
31OCT2025,01APR2025,31MAR2026,202513,24. unknown,25427,15414,17223,8204,7618,20560,5023,74212,58264,4399,17920,40343
30SEP2025,01APR2025,31MAR2026,202513,01. 0 - 4,106144,27160,95439,10705,9079,97516,35760,374037,283358,26924,123585,159739
30SEP2025,01APR2025,31MAR2026,202513,02. 5 - 9,27371,15990,14664,12707,11460,26062,11103,327383,243970,23648,83427,160487
30SEP2025,01APR2025,31MAR2026,202513,03. 10 - 14,26876,16413,15075,11801,10702,25326,11082,366550,276446,24172,90524,185841
30SEP2025,01APR2025,31MAR2026,202513,04. 15,6936,4100,4040,2896,2649,6528,2967,94718,71909,6279,21416,50478
30SEP2025,01APR2025,31MAR2026,202513,05. 16,6462,3865,3648,2814,2578,5902,2507,87781,62971,7300,17678,45282
30SEP2025,01APR2025,31MAR2026,202513,06. 17,7211,4038,4548,2663,2436,6412,2957,87298,64730,7164,19076,45639
30SEP2025,01APR2025,31MAR2026,202513,07. 18,8169,4252,5492,2677,2433,7187,3369,72970,52613,7011,17114,35493
30SEP2025,01APR2025,31MAR2026,202513,08. 19,8778,4478,6163,2615,2399,7793,3487,70810,51585,6930,18085,33499
30SEP2025,01APR2025,31MAR2026,202513,09. 20 - 24,53492,27474,38320,15172,13860,48067,18226,414633,305966,39306,108437,197524
30SEP2025,01APR2025,31MAR2026,202513,10. 25 - 29,79564,42146,58839,20725,19020,72453,22137,654769,492035,52610,170004,322023
30SEP2025,01APR2025,31MAR2026,202513,11. 30 - 34,101299,56605,73831,27468,25255,92271,26099,859780,653333,60398,218209,435115
30SEP2025,01APR2025,31MAR2026,202513,12. 35 - 39,94116,56343,61441,32675,30216,84289,27219,814061,613911,58095,212905,400999
30SEP2025,01APR2025,31MAR2026,202513,13. 40 - 44,81849,53133,44873,36976,34387,71425,25204,676282,507754,48306,186193,321548
30SEP2025,01APR2025,31MAR2026,202513,14. 45 - 49,80192,54584,40573,39619,37070,68796,23589,651827,494684,42933,180479,314183
30SEP2025,01APR2025,31MAR2026,202513,15. 50 - 54,97662,67687,48183,49479,46277,82809,26474,770166,591947,44817,208793,383139
30SEP2025,01APR2025,31MAR2026,202513,16. 55 - 59,122961,86262,60679,62282,58225,103017,31552,941632,731903,47971,247271,484617
30SEP2025,01APR2025,31MAR2026,202513,17. 60 - 64,145229,101894,71977,73252,68525,119965,35175,1052968,828826,46394,268908,559902
30SEP2025,01APR2025,31MAR2026,202513,18. 65 - 69,150493,105247,75756,74737,70186,122397,35510,1030211,823716,37598,257720,565977
30SEP2025,01APR2025,31MAR2026,202513,19. 70 - 74,159461,109023,83236,76225,71645,126376,38079,994169,803722,31040,247405,556288
30SEP2025,01APR2025,31MAR2026,202513,20. 75 - 79,193627,126965,107067,86560,81312,148452,48997,1111539,902129,32109,276822,625285
30SEP2025,01APR2025,31MAR2026,202513,21. 80 - 84,154652,91427,97899,56753,52987,110609,45729,798017,642267,25896,197034,445214
30SEP2025,01APR2025,31MAR2026,202513,22. 85 - 89,110950,56760,81416,29534,27366,72299,38711,487723,385951,18755,118664,267280
30SEP2025,01APR2025,31MAR2026,202513,23. 90+,67881,27822,57991,9890,9085,39485,27893,228834,177629,9864,52522,125100
30SEP2025,01APR2025,31MAR2026,202513,24. unknown,23621,14091,15894,7727,7160,18984,4782,71136,56061,4245,16889,39171
31AUG2025,01APR2025,31MAR2026,202513,01. 0 - 4,99383,26809,89099,10284,8819,91394,29405,322731,244175,23745,106690,137444
31AUG2025,01APR2025,31MAR2026,202513,02. 5 - 9,22839,15085,11658,11181,10218,21780,8345,268777,188606,23385,66689,121858
31AUG2025,01APR2025,31MAR2026,202513,03. 10 - 14,22275,14622,11947,10328,9534,21045,8375,297923,213292,23366,68106,145139
31AUG2025,01APR2025,31MAR2026,202513,04. 15,5678,3547,3088,2590,2372,5355,2163,76134,54608,6203,15681,38920
31AUG2025,01APR2025,31MAR2026,202513,05. 16,6601,4123,3577,3024,2800,6079,2393,76389,54545,6503,14896,39645
31AUG2025,01APR2025,31MAR2026,202513,06. 17,6801,3918,4203,2598,2402,6001,2594,73922,53561,6584,15404,38148
31AUG2025,01APR2025,31MAR2026,202513,07. 18,8008,4268,5352,2656,2427,7072,3209,64563,46488,6280,15170,31314
31AUG2025,01APR2025,31MAR2026,202513,08. 19,8584,4294,6149,2435,2222,7629,3430,62052,45264,6021,15463,29799
31AUG2025,01APR2025,31MAR2026,202513,09. 20 - 24,52668,26764,38604,14064,12899,47194,18432,369241,273998,34339,96266,177719
31AUG2025,01APR2025,31MAR2026,202513,10. 25 - 29,78656,41294,59326,19330,17709,71537,22622,590037,446052,46492,153660,292380
31AUG2025,01APR2025,31MAR2026,202513,11. 30 - 34,97426,53777,72532,24894,22800,88521,26007,767234,583840,53368,194111,389720
31AUG2025,01APR2025,31MAR2026,202513,12. 35 - 39,88239,52576,59023,29216,27051,78959,25880,704484,525611,51128,181452,344150
31AUG2025,01APR2025,31MAR2026,202513,13. 40 - 44,73592,47047,41994,31598,29367,63742,23741,569092,418844,42187,153410,265420
31AUG2025,01APR2025,31MAR2026,202513,14. 45 - 49,72141,47980,38258,33883,31564,61543,22719,545500,405688,36752,147780,257894
31AUG2025,01APR2025,31MAR2026,202513,15. 50 - 54,91619,62293,47222,44397,41409,77309,26659,661824,505361,38208,178247,327098
31AUG2025,01APR2025,31MAR2026,202513,16. 55 - 59,116752,80916,59012,57740,53947,97682,31296,819956,639558,40777,215857,423678
31AUG2025,01APR2025,31MAR2026,202513,17. 60 - 64,138347,96150,70322,68025,63535,114310,35296,922512,732344,38500,238853,493466
31AUG2025,01APR2025,31MAR2026,202513,18. 65 - 69,145089,100186,74708,70381,65859,117905,36030,900265,725587,31834,228841,496718
31AUG2025,01APR2025,31MAR2026,202513,19. 70 - 74,151255,102464,80205,71050,66541,120289,37845,869573,709137,25709,220008,489116
31AUG2025,01APR2025,31MAR2026,202513,20. 75 - 79,185539,119756,105205,80334,75127,142001,49416,974286,795630,27038,243802,551805
31AUG2025,01APR2025,31MAR2026,202513,21. 80 - 84,148302,86727,94888,53414,49583,106578,45198,700851,568542,21844,174924,393604
31AUG2025,01APR2025,31MAR2026,202513,22. 85 - 89,105962,53210,78262,27700,25486,69191,37584,427553,340906,15681,105153,235741
31AUG2025,01APR2025,31MAR2026,202513,23. 90+,64078,26187,54902,9176,8473,37521,26728,203570,159988,8137,47117,112865
31AUG2025,01APR2025,31MAR2026,202513,24. unknown,23223,13916,16121,7102,6532,18652,4679,61836,49423,3470,14610,34813
31JUL2025,01APR2025,31MAR2026,202513,01. 0 - 4,107310,28920,95686,11624,10025,98376,33749,391100,296410,28903,128033,168341
31JUL2025,01APR2025,31MAR2026,202513,02. 5 - 9,27980,17372,14705,13275,11967,26548,10721,340704,248256,26586,86657,161528
31JUL2025,01APR2025,31MAR2026,202513,03. 10 - 14,26376,16746,14528,11848,10842,24874,10472,387030,286092,27766,94031,192018
31JUL2025,01APR2025,31MAR2026,202513,04. 15,6748,4228,3759,2989,2773,6374,2633,97261,71288,7181,20868,50416
31JUL2025,01APR2025,31MAR2026,202513,05. 16,7082,4648,3684,3398,3170,6522,2344,92951,66646,7811,17967,48669
31JUL2025,01APR2025,31MAR2026,202513,06. 17,7499,4252,4623,2876,2665,6612,2858,90439,66164,7927,18952,47205
31JUL2025,01APR2025,31MAR2026,202513,07. 18,8341,4442,5462,2879,2605,7335,3226,75750,54026,7533,17438,36582
31JUL2025,01APR2025,31MAR2026,202513,08. 19,9260,4750,6539,2721,2502,8277,3655,72551,52655,7185,17734,34918
31JUL2025,01APR2025,31MAR2026,202513,09. 20 - 24,56021,28280,40964,15057,13834,50142,19626,429191,316996,41090,110681,206307
31JUL2025,01APR2025,31MAR2026,202513,10. 25 - 29,83285,43641,61895,21390,19656,75672,23900,679964,512252,54400,176968,335262
31JUL2025,01APR2025,31MAR2026,202513,11. 30 - 34,104232,58007,76206,28026,25846,94740,27725,883147,671440,62671,224962,446458
31JUL2025,01APR2025,31MAR2026,202513,12. 35 - 39,95532,57415,62737,32795,30402,85448,27678,829491,622013,59969,214822,407169
31JUL2025,01APR2025,31MAR2026,202513,13. 40 - 44,81538,52699,45644,35894,33482,70906,25813,682805,508107,49585,185101,322993
31JUL2025,01APR2025,31MAR2026,202513,14. 45 - 49,80465,53913,41888,38577,36004,68795,24749,652711,490753,43841,176741,313991
31JUL2025,01APR2025,31MAR2026,202513,15. 50 - 54,100686,69300,50621,50065,46908,85263,28278,786318,601873,45597,210322,391522
31JUL2025,01APR2025,31MAR2026,202513,16. 55 - 59,128593,90077,63417,65176,61118,107975,33293,968351,753054,49275,252508,500507
31JUL2025,01APR2025,31MAR2026,202513,17. 60 - 64,151474,106957,74873,76601,72029,125588,37211,1084574,858104,46510,277531,580536
31JUL2025,01APR2025,31MAR2026,202513,18. 65 - 69,159174,111702,79657,79517,74761,129628,37402,1057923,850467,37588,265182,585253
31JUL2025,01APR2025,31MAR2026,202513,19. 70 - 74,167498,115244,86536,80962,76458,133513,40050,1024216,832496,31120,257061,575406
31JUL2025,01APR2025,31MAR2026,202513,20. 75 - 79,200717,131903,110795,89922,84733,154891,51511,1140798,929794,32535,284042,645714
31JUL2025,01APR2025,31MAR2026,202513,21. 80 - 84,159507,95619,99596,59911,56246,115750,47248,816496,660115,25866,203251,456839
31JUL2025,01APR2025,31MAR2026,202513,22. 85 - 89,114474,58624,83626,30848,28736,74983,39624,497961,395304,18509,122978,272308
31JUL2025,01APR2025,31MAR2026,202513,23. 90+,68059,28144,57828,10231,9445,39971,27857,236298,184679,9970,54841,129831
31JUL2025,01APR2025,31MAR2026,202513,24. unknown,25809,15698,17484,8325,7729,21006,5242,77319,59076,4330,16820,42252
30JUN2025,01APR2025,31MAR2026,202513,01. 0 - 4,102605,27438,91675,10930,9406,94532,32861,375668,286946,27420,124783,162124
30JUN2025,01APR2025,31MAR2026,202513,02. 5 - 9,27335,16627,14553,12782,11578,25928,10819,330735,248616,23396,87218,161323
30JUN2025,01APR2025,31MAR2026,202513,03. 10 - 14,27298,16665,15590,11708,10683,25829,11587,375187,286140,24851,94741,191297
30JUN2025,01APR2025,31MAR2026,202513,04. 15,6307,3806,3720,2587,2400,5943,2730,90783,66024,6670,19549,46460
30JUN2025,01APR2025,31MAR2026,202513,05. 16,5739,3397,3316,2423,2243,5227,2286,85256,59049,7291,16489,42551
30JUN2025,01APR2025,31MAR2026,202513,06. 17,7059,3846,4503,2556,2318,6279,2902,83349,61225,7143,17792,43428
30JUN2025,01APR2025,31MAR2026,202513,07. 18,7383,3856,5029,2354,2178,6465,2994,70089,50074,6974,16080,33993
30JUN2025,01APR2025,31MAR2026,202513,08. 19,8884,4458,6312,2572,2361,7841,3565,69416,50696,6884,17680,33016
30JUN2025,01APR2025,31MAR2026,202513,09. 20 - 24,52929,26911,38572,14357,13265,47508,18175,403738,299197,39201,104887,194308
30JUN2025,01APR2025,31MAR2026,202513,10. 25 - 29,79130,41839,58634,20496,18923,71996,22390,637069,481262,52219,165534,315724
30JUN2025,01APR2025,31MAR2026,202513,11. 30 - 34,99050,54687,72778,26272,24309,90092,26058,829905,632722,59656,212240,420476
30JUN2025,01APR2025,31MAR2026,202513,12. 35 - 39,91391,55052,59376,32015,29754,81811,26398,782260,591253,56482,205645,385600
30JUN2025,01APR2025,31MAR2026,202513,13. 40 - 44,79919,52201,43875,36044,33686,69709,24722,651923,491377,47395,179530,311844
30JUN2025,01APR2025,31MAR2026,202513,14. 45 - 49,77709,52450,39663,38046,35540,66602,23235,625254,476920,41443,172755,304147
30JUN2025,01APR2025,31MAR2026,202513,15. 50 - 54,96891,66976,48326,48565,45453,81906,26585,751567,581200,44143,204061,377130
30JUN2025,01APR2025,31MAR2026,202513,16. 55 - 59,121760,85353,60044,61716,57897,102181,31362,918059,716579,47383,240699,475870
30JUN2025,01APR2025,31MAR2026,202513,17. 60 - 64,143205,101054,71035,72170,67825,118587,34967,1019560,806866,44498,261376,545468
30JUN2025,01APR2025,31MAR2026,202513,18. 65 - 69,151239,105340,77030,74209,69788,122784,36326,991889,797836,36506,250477,547345
30JUN2025,01APR2025,31MAR2026,202513,19. 70 - 74,159580,109107,83835,75745,71451,126664,38666,962438,782607,29676,242888,539704
30JUN2025,01APR2025,31MAR2026,202513,20. 75 - 79,191563,125207,107063,84500,79613,146796,49530,1071653,874444,31373,267537,606881
30JUN2025,01APR2025,31MAR2026,202513,21. 80 - 84,153310,91269,96829,56481,53147,110365,45628,766583,620092,25365,191978,428103
30JUN2025,01APR2025,31MAR2026,202513,22. 85 - 89,109357,55918,80776,28581,26706,71440,38597,469363,372757,18412,115590,257155
30JUN2025,01APR2025,31MAR2026,202513,23. 90+,65921,26978,56447,9474,8750,38304,27111,220693,171933,9798,50998,120929
30JUN2025,01APR2025,31MAR2026,202513,24. unknown,24357,14795,16631,7726,7136,19743,4818,60051,48741,3420,14568,34172
31MAY2025,01APR2025,31MAR2026,202513,01. 0 - 4,108719,28038,97792,10927,9358,100006,36119,358507,275895,25386,120308,155561
31MAY2025,01APR2025,31MAR2026,202513,02. 5 - 9,28666,16710,16094,12572,11338,27084,12044,308951,233541,21711,82118,151352
31MAY2025,01APR2025,31MAR2026,202513,03. 10 - 14,26660,16473,15213,11447,10471,25076,11101,351198,268619,22869,89735,178823
31MAY2025,01APR2025,31MAR2026,202513,04. 15,6263,3702,3792,2471,2273,5849,2727,85507,63306,6153,18993,44308
31MAY2025,01APR2025,31MAR2026,202513,05. 16,5747,3330,3512,2235,2068,5239,2439,79063,55255,6613,15897,39350
31MAY2025,01APR2025,31MAR2026,202513,06. 17,7027,3991,4363,2664,2461,6305,2826,80831,59879,6764,17411,42460
31MAY2025,01APR2025,31MAR2026,202513,07. 18,7615,3839,5287,2328,2130,6648,3168,67316,48898,6488,16161,32735
31MAY2025,01APR2025,31MAR2026,202513,08. 19,9021,4377,6543,2478,2239,7954,3669,65277,48030,6460,16611,31419
31MAY2025,01APR2025,31MAR2026,202513,09. 20 - 24,53938,27354,39577,14361,13151,48335,18648,390644,292825,36793,101959,190855
31MAY2025,01APR2025,31MAR2026,202513,10. 25 - 29,79596,42287,59334,20262,18767,72605,21997,620089,472531,48782,160697,311828
31MAY2025,01APR2025,31MAR2026,202513,11. 30 - 34,98831,55723,72547,26284,24388,90241,25494,806604,619374,56008,203772,415583
31MAY2025,01APR2025,31MAR2026,202513,12. 35 - 39,91424,55510,59890,31534,29433,81960,26105,752540,571472,53218,195930,375534
31MAY2025,01APR2025,31MAR2026,202513,13. 40 - 44,78766,51359,43681,35085,32800,68757,24555,622415,470648,44043,171119,299516
31MAY2025,01APR2025,31MAR2026,202513,14. 45 - 49,77219,52009,39534,37685,35214,66270,23212,596447,456822,38416,164098,292713
31MAY2025,01APR2025,31MAR2026,202513,15. 50 - 54,96636,67290,48189,48447,45606,81964,26611,724021,562742,41388,195278,367440
31MAY2025,01APR2025,31MAR2026,202513,16. 55 - 59,122097,86032,60252,61845,58113,102682,31645,883398,693691,44380,231472,462185
31MAY2025,01APR2025,31MAR2026,202513,17. 60 - 64,143042,100937,70996,72046,67735,118680,35437,983893,782411,42283,250702,531673
31MAY2025,01APR2025,31MAR2026,202513,18. 65 - 69,150960,105544,76929,74031,69806,122617,36442,956637,771781,34628,238479,533258
31MAY2025,01APR2025,31MAR2026,202513,19. 70 - 74,160248,109438,84275,75973,71628,127216,39076,928502,756952,28363,231214,525697
31MAY2025,01APR2025,31MAR2026,202513,20. 75 - 79,192012,125672,107857,84155,79378,147839,50820,1034531,845814,29664,255306,590459
31MAY2025,01APR2025,31MAR2026,202513,21. 80 - 84,154984,91558,99307,55677,52371,110897,47157,738104,598245,24090,182281,415936
31MAY2025,01APR2025,31MAR2026,202513,22. 85 - 89,111042,56144,82885,28157,26292,72178,39678,452620,360510,17457,110122,250367
31MAY2025,01APR2025,31MAR2026,202513,23. 90+,67384,27731,58297,9087,8369,38930,28037,214110,166948,9388,49287,117649
31MAY2025,01APR2025,31MAR2026,202513,24. unknown,24053,14374,16715,7338,6742,19300,4923,53625,44304,2812,12837,31464
30APR2025,01APR2025,31MAR2026,202513,01. 0 - 4,105208,27225,94547,10661,9144,96855,36754,357898,273565,25075,118565,154946
30APR2025,01APR2025,31MAR2026,202513,02. 5 - 9,27068,15915,14765,12303,11105,25698,11106,302059,223873,21919,78076,145735
30APR2025,01APR2025,31MAR2026,202513,03. 10 - 14,25012,15693,13792,11220,10312,23599,9902,341632,259055,22783,84616,174367
30APR2025,01APR2025,31MAR2026,202513,04. 15,6370,3923,3620,2750,2536,5977,2561,86536,64637,6217,18858,45766
30APR2025,01APR2025,31MAR2026,202513,05. 16,6215,3779,3557,2658,2466,5693,2379,85849,64066,6592,18000,46050
30APR2025,01APR2025,31MAR2026,202513,06. 17,6772,3873,4109,2663,2456,6035,2562,81475,60624,6647,17439,43170
