Month_Ending,FY_Start_Date,FY_End_Date,PARTYEAR,Age_Band,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance
30SEP2022,01APR2022,31MAR2023,202299,14. 45 - 49,66798,46045,35036,31762,29966,57540,20484,522695,388504,41403,133711,254721
30SEP2022,01APR2022,31MAR2023,202299,15. 50 - 54,89473,62730,45359,44114,41528,76383,25410,674898,508626,47384,169009,339469
30SEP2022,01APR2022,31MAR2023,202299,16. 55 - 59,107891,77022,53644,54247,51097,91327,28433,781404,596631,47509,189560,406918
30SEP2022,01APR2022,31MAR2023,202299,17. 60 - 64,118821,85056,59127,59694,56395,99056,29507,806253,625297,41604,192234,432886
30SEP2022,01APR2022,31MAR2023,202299,18. 65 - 69,124657,88471,63237,61420,58102,102204,30252,791471,624188,33813,185857,438166
30SEP2022,01APR2022,31MAR2023,202299,19. 70 - 74,147132,101977,77296,69836,66161,117890,36430,849735,678104,30912,199870,478113
30SEP2022,01APR2022,31MAR2023,202299,20. 75 - 79,162162,107740,90631,71531,67621,125433,42614,879584,702906,30953,205938,496838
30SEP2022,01APR2022,31MAR2023,202299,21. 80 - 84,126700,75950,81514,45186,42561,90862,38725,608303,480528,24974,142106,338347
30SEP2022,01APR2022,31MAR2023,202299,22. 85 - 89,95463,49407,71162,24301,22757,62070,33927,383675,298197,18203,88811,209330
30SEP2022,01APR2022,31MAR2023,202299,23. 90+,60292,25480,51903,8389,7748,35053,25100,181262,136685,10067,39987,96673
30SEP2022,01APR2022,31MAR2023,202299,24. unknown,17358,11191,11349,6009,5648,14208,3570,44236,34872,3388,7942,25206
31AUG2022,01APR2022,31MAR2023,202299,01. 0 - 4,101842,26645,91579,10263,8853,95021,32020,331114,249722,28171,105457,144263
31AUG2022,01APR2022,31MAR2023,202299,02. 5 - 9,22257,13997,12201,10056,9123,21395,9223,263529,185415,27604,63915,121494
31AUG2022,01APR2022,31MAR2023,202299,03. 10 - 14,20299,12967,11365,8934,8142,19343,8248,273408,194963,26761,60990,133967
31AUG2022,01APR2022,31MAR2023,202299,04. 15,4982,3113,2845,2137,1959,4749,2055,68094,49277,6383,13581,35694
31AUG2022,01APR2022,31MAR2023,202299,05. 16,5698,3554,3287,2411,2225,5222,2110,66777,47444,6780,12617,34823
31AUG2022,01APR2022,31MAR2023,202299,06. 17,6207,3549,3933,2274,2094,5618,2439,62795,44692,6668,12784,31905
31AUG2022,01APR2022,31MAR2023,202299,07. 18,7278,3854,5038,2240,2064,6453,2931,58639,41671,6775,12722,28946
31AUG2022,01APR2022,31MAR2023,202299,08. 19,8055,4108,5941,2114,1938,7207,3209,56750,41052,6821,13542,27508
31AUG2022,01APR2022,31MAR2023,202299,09. 20 - 24,50239,26313,37689,12550,11600,45348,17312,351441,260583,38715,89587,170966
31AUG2022,01APR2022,31MAR2023,202299,10. 25 - 29,72263,40178,54943,17320,16057,66084,20980,543948,412110,50141,140156,271923
31AUG2022,01APR2022,31MAR2023,202299,11. 30 - 34,86046,50453,64166,21880,20365,78526,23393,687321,522038,57679,172912,349082
31AUG2022,01APR2022,31MAR2023,202299,12. 35 - 39,73085,45358,49277,23808,22247,65472,21461,601804,448575,52488,150668,297844
31AUG2022,01APR2022,31MAR2023,202299,13. 40 - 44,63039,41369,36426,26613,24987,54708,20424,499241,365606,44636,127143,238425
31AUG2022,01APR2022,31MAR2023,202299,14. 45 - 49,64186,43809,34117,30069,28294,55122,20323,491868,364477,40391,125655,238749
31AUG2022,01APR2022,31MAR2023,202299,15. 50 - 54,88704,61953,45791,42913,40492,75556,25832,648269,493722,45249,164421,329203
31AUG2022,01APR2022,31MAR2023,202299,16. 55 - 59,109112,77154,54896,54216,51107,92193,29568,762903,594176,44775,190718,403343
31AUG2022,01APR2022,31MAR2023,202299,17. 60 - 64,121344,86360,60913,60431,57097,101346,30913,791058,626913,38927,193771,432993
31AUG2022,01APR2022,31MAR2023,202299,18. 65 - 69,127060,90023,64323,62737,59118,104198,31152,775425,624729,31146,186835,437752
31AUG2022,01APR2022,31MAR2023,202299,19. 70 - 74,150372,104082,79542,70830,67190,119929,37622,837583,681991,28356,200881,480969
31AUG2022,01APR2022,31MAR2023,202299,20. 75 - 79,164940,108858,93151,71789,67811,126659,43599,858735,700998,28108,205170,495711
31AUG2022,01APR2022,31MAR2023,202299,21. 80 - 84,129786,76600,84423,45363,42709,92225,39941,594451,479897,22829,142859,336934
31AUG2022,01APR2022,31MAR2023,202299,22. 85 - 89,98434,50354,74010,24424,22794,63566,35107,376775,298752,16575,89396,209289
31AUG2022,01APR2022,31MAR2023,202299,23. 90+,62330,25654,54004,8326,7751,35357,25396,178135,137287,9226,40012,97232
31AUG2022,01APR2022,31MAR2023,202299,24. unknown,19380,12511,13066,6314,5935,15670,4026,35618,28104,3187,6908,19359
31JUL2022,01APR2022,31MAR2023,202299,01. 0 - 4,110266,26250,100752,9514,8163,102899,40046,323070,238658,29167,103166,135489
31JUL2022,01APR2022,31MAR2023,202299,02. 5 - 9,25173,13942,15372,9801,8873,24070,12128,270757,194021,26176,67799,126185
31JUL2022,01APR2022,31MAR2023,202299,03. 10 - 14,21744,13203,12917,8827,8038,20716,9771,292955,212414,26190,69218,143184
31JUL2022,01APR2022,31MAR2023,202299,04. 15,5128,3047,3082,2046,1910,4897,2305,72076,52249,6333,14666,37583
31JUL2022,01APR2022,31MAR2023,202299,05. 16,5429,3459,3056,2373,2204,5011,1914,68149,47357,6998,12562,34792
31JUL2022,01APR2022,31MAR2023,202299,06. 17,6005,3362,3865,2140,1970,5407,2360,62681,44721,6600,12664,32055
31JUL2022,01APR2022,31MAR2023,202299,07. 18,6975,3708,4847,2128,1929,6214,2752,57904,40552,6877,12509,28039
31JUL2022,01APR2022,31MAR2023,202299,08. 19,7485,3736,5567,1918,1741,6699,2972,55958,40189,6679,13189,26997
31JUL2022,01APR2022,31MAR2023,202299,09. 20 - 24,48866,25679,36847,12019,11038,44143,16901,346146,253260,38932,85805,167438
31JUL2022,01APR2022,31MAR2023,202299,10. 25 - 29,70808,39210,54207,16601,15315,64963,20378,527981,394947,50161,134816,260096
31JUL2022,01APR2022,31MAR2023,202299,11. 30 - 34,85443,49842,64278,21165,19706,78214,23150,665685,500309,57030,166998,333271
31JUL2022,01APR2022,31MAR2023,202299,12. 35 - 39,72969,45185,49602,23367,21825,65542,21488,594307,440329,52141,148551,291736
31JUL2022,01APR2022,31MAR2023,202299,13. 40 - 44,62768,41400,36213,26555,24931,54840,20290,496732,363496,44316,127201,236250
31JUL2022,01APR2022,31MAR2023,202299,14. 45 - 49,63412,43235,34131,29281,27456,54377,19962,488895,362313,40102,124989,237255
31JUL2022,01APR2022,31MAR2023,202299,15. 50 - 54,86541,60114,44684,41857,39427,73622,25120,636215,479861,45329,159560,320223
31JUL2022,01APR2022,31MAR2023,202299,16. 55 - 59,105406,74640,53344,52062,48997,88987,28364,741531,569572,45311,182212,387269
31JUL2022,01APR2022,31MAR2023,202299,17. 60 - 64,116995,83003,58997,57998,54723,97385,29560,765125,599053,39261,185245,413714
31JUL2022,01APR2022,31MAR2023,202299,18. 65 - 69,123237,86721,63513,59724,56350,100852,30607,750307,596881,31803,179489,417316
31JUL2022,01APR2022,31MAR2023,202299,19. 70 - 74,147239,101002,79391,67848,64207,117221,37704,816624,655818,29313,194406,461343
31JUL2022,01APR2022,31MAR2023,202299,20. 75 - 79,159669,104745,91697,67972,64231,122278,42819,824549,663434,29183,194894,468477
31JUL2022,01APR2022,31MAR2023,202299,21. 80 - 84,126295,73960,83546,42749,40259,89584,39632,573404,455300,23719,135758,319473
31JUL2022,01APR2022,31MAR2023,202299,22. 85 - 89,95527,48162,72735,22792,21221,61271,34545,362172,282509,17074,84934,197541
31JUL2022,01APR2022,31MAR2023,202299,23. 90+,60674,24644,52972,7702,7130,34945,25569,170986,129420,9557,37875,91527
31JUL2022,01APR2022,31MAR2023,202299,24. unknown,19997,12593,13681,6316,5934,16078,4193,46586,35746,4106,9621,24142
30JUN2022,01APR2022,31MAR2023,202299,01. 0 - 4,107685,26480,97907,9778,8473,100507,39224,332685,249388,29506,107027,142353
30JUN2022,01APR2022,31MAR2023,202299,02. 5 - 9,25398,13755,15494,9904,8911,24351,12374,277729,206164,24707,70686,135442
30JUN2022,01APR2022,31MAR2023,202299,03. 10 - 14,23355,13546,14515,8840,8091,22263,11126,304128,229342,24738,75076,154252
30JUN2022,01APR2022,31MAR2023,202299,04. 15,5263,2877,3360,1903,1737,5010,2591,71735,52301,6026,15195,37104
30JUN2022,01APR2022,31MAR2023,202299,05. 16,4805,2540,3234,1571,1434,4301,2198,66257,44599,6819,12246,32351
30JUN2022,01APR2022,31MAR2023,202299,06. 17,5982,3210,4019,1963,1803,5369,2554,64051,46003,6757,12995,33005
30JUN2022,01APR2022,31MAR2023,202299,07. 18,6709,3269,4919,1790,1637,5920,2926,57939,40796,6781,12677,28113
30JUN2022,01APR2022,31MAR2023,202299,08. 19,7819,3853,5842,1977,1812,6983,3272,57313,41528,6798,13422,28105
30JUN2022,01APR2022,31MAR2023,202299,09. 20 - 24,49092,25102,37423,11669,10779,44191,17681,353213,260341,39585,88145,172174
30JUN2022,01APR2022,31MAR2023,202299,10. 25 - 29,69786,38228,53382,16404,15199,63769,20398,534966,401679,50642,136442,265207
30JUN2022,01APR2022,31MAR2023,202299,11. 30 - 34,84351,48765,63262,21089,19625,76984,23167,675441,511088,56917,169667,341385
30JUN2022,01APR2022,31MAR2023,202299,12. 35 - 39,73637,45604,49711,23926,22346,65929,21851,607748,454732,52361,153329,301363
30JUN2022,01APR2022,31MAR2023,202299,13. 40 - 44,64228,42184,37306,26922,25307,55966,20937,507434,377847,43953,132228,245564
30JUN2022,01APR2022,31MAR2023,202299,14. 45 - 49,65331,44510,35055,30276,28501,56196,20768,505458,380172,40547,130223,249892
30JUN2022,01APR2022,31MAR2023,202299,15. 50 - 54,87530,60765,45480,42050,39594,74433,25607,652458,498256,45902,165497,332690
30JUN2022,01APR2022,31MAR2023,202299,16. 55 - 59,105079,74131,53944,51135,48231,88633,28839,750520,580167,46092,185244,394835
30JUN2022,01APR2022,31MAR2023,202299,17. 60 - 64,116200,81952,59528,56672,53579,96399,29905,769890,604719,39875,186492,418155
30JUN2022,01APR2022,31MAR2023,202299,18. 65 - 69,121667,85358,63507,58160,54986,99096,30635,757451,603927,32225,179747,424112
30JUN2022,01APR2022,31MAR2023,202299,19. 70 - 74,145058,99516,78159,66899,63582,115497,37302,825730,665119,30097,195414,469632
30JUN2022,01APR2022,31MAR2023,202299,20. 75 - 79,157941,102939,91726,66215,62571,121099,43623,831858,671252,29475,196034,475163
30JUN2022,01APR2022,31MAR2023,202299,21. 80 - 84,125939,73580,83747,42192,39748,89494,40428,580257,464101,23857,136816,327242
30JUN2022,01APR2022,31MAR2023,202299,22. 85 - 89,95691,48624,72895,22796,21332,61885,35136,365286,287239,17133,86143,201063
30JUN2022,01APR2022,31MAR2023,202299,23. 90+,60886,25416,52876,8010,7474,35565,25809,171408,130908,9466,38858,92035
30JUN2022,01APR2022,31MAR2023,202299,24. unknown,19353,12129,13102,6251,5830,15799,4175,40167,30041,3670,8736,21298
31MAY2022,01APR2022,31MAR2023,202299,01. 0 - 4,112776,27067,102536,10240,8755,105313,42154,356567,270731,30274,116904,153815
31MAY2022,01APR2022,31MAR2023,202299,02. 5 - 9,26983,14559,16255,10728,9651,25932,12998,293815,221075,25370,75205,145834
31MAY2022,01APR2022,31MAR2023,202299,03. 10 - 14,24566,14124,15189,9377,8531,23391,11673,325064,247681,25506,82900,164766
31MAY2022,01APR2022,31MAR2023,202299,04. 15,5830,3200,3763,2067,1887,5517,2864,76744,57276,6437,17000,40270
31MAY2022,01APR2022,31MAR2023,202299,05. 16,5439,2911,3638,1801,1663,4883,2496,71303,50491,6768,14360,36125
31MAY2022,01APR2022,31MAR2023,202299,06. 17,6404,3478,4191,2213,2033,5689,2682,68484,50564,6872,14959,35600
31MAY2022,01APR2022,31MAR2023,202299,07. 18,7186,3625,5184,2002,1838,6372,3136,62172,45062,7086,14323,30734
31MAY2022,01APR2022,31MAR2023,202299,08. 19,8111,4051,6050,2061,1911,7200,3406,60375,44347,6958,14585,29755
31MAY2022,01APR2022,31MAR2023,202299,09. 20 - 24,50532,26350,38026,12506,11543,45384,18263,376033,280761,41051,96310,184430
31MAY2022,01APR2022,31MAR2023,202299,10. 25 - 29,72556,40304,54641,17915,16610,66354,21032,569133,432415,52948,149095,283274
31MAY2022,01APR2022,31MAR2023,202299,11. 30 - 34,88248,51849,65347,22901,21378,80543,23909,720246,550033,60351,184901,365079
31MAY2022,01APR2022,31MAR2023,202299,12. 35 - 39,76657,47756,51257,25400,23884,68766,22840,644424,487894,54590,166314,321519
31MAY2022,01APR2022,31MAR2023,202299,13. 40 - 44,66824,44170,38054,28770,27023,58530,21307,542730,408246,46032,143028,265159
31MAY2022,01APR2022,31MAR2023,202299,14. 45 - 49,69371,47232,36923,32448,30510,59462,21697,541039,411481,42136,141190,270190
31MAY2022,01APR2022,31MAR2023,202299,15. 50 - 54,92134,64434,47005,45129,42526,78642,26544,699342,539599,48361,179111,360385
31MAY2022,01APR2022,31MAR2023,202299,16. 55 - 59,110469,78191,55751,54718,51674,93136,29614,805740,630484,47918,200635,429735
31MAY2022,01APR2022,31MAR2023,202299,17. 60 - 64,122139,86598,61942,60197,56843,101586,31219,823557,653016,42165,200775,452115
31MAY2022,01APR2022,31MAR2023,202299,18. 65 - 69,128209,90219,66508,61701,58270,104461,32090,809123,651878,33529,194056,457708
31MAY2022,01APR2022,31MAR2023,202299,19. 70 - 74,153858,105782,82315,71543,67782,122220,38635,887368,722359,31230,212486,509766
31MAY2022,01APR2022,31MAR2023,202299,20. 75 - 79,165563,107952,96245,69318,65616,126110,45064,879068,716516,30377,209059,507326
31MAY2022,01APR2022,31MAR2023,202299,21. 80 - 84,132911,77310,88641,44270,41674,93700,42125,617511,497892,24604,147061,350731
31MAY2022,01APR2022,31MAR2023,202299,22. 85 - 89,100809,51026,77041,23768,22231,64543,36837,388461,308136,17705,92171,215903
31MAY2022,01APR2022,31MAR2023,202299,23. 90+,64254,26487,56074,8180,7584,36820,26882,182309,140330,10098,41676,98609
31MAY2022,01APR2022,31MAR2023,202299,24. unknown,20089,12690,13512,6577,6142,16144,4409,44306,33594,4037,8761,24318
30APR2022,01APR2022,31MAR2023,202299,01. 0 - 4,103502,24291,94852,8650,7270,96685,37420,316181,234800,27195,98699,129625
30APR2022,01APR2022,31MAR2023,202299,02. 5 - 9,22837,12495,13880,8957,8114,21891,10901,246940,178758,22283,59570,118120
30APR2022,01APR2022,31MAR2023,202299,03. 10 - 14,20742,12072,12765,7977,7287,19715,9598,269622,199704,22370,64950,134170
30APR2022,01APR2022,31MAR2023,202299,04. 15,5324,3016,3297,2027,1873,5068,2504,67066,49910,5614,14530,35276
30APR2022,01APR2022,31MAR2023,202299,05. 16,5418,3109,3363,2055,1897,4953,2305,65536,48131,5786,13492,34568
30APR2022,01APR2022,31MAR2023,202299,06. 17,5776,3204,3757,2019,1856,5199,2242,59633,43581,5802,12757,30760
30APR2022,01APR2022,31MAR2023,202299,07. 18,6499,3342,4548,1951,1770,5802,2673,55520,40250,6168,12737,27472
30APR2022,01APR2022,31MAR2023,202299,08. 19,7519,3762,5602,1917,1756,6612,3107,53051,38812,6024,12617,26132
30APR2022,01APR2022,31MAR2023,202299,09. 20 - 24,46636,24352,35355,11281,10431,42056,16647,337413,251363,35695,85326,165873
30APR2022,01APR2022,31MAR2023,202299,10. 25 - 29,67139,37287,51156,15983,14779,61599,19375,508861,385072,46333,131878,252872
30APR2022,01APR2022,31MAR2023,202299,11. 30 - 34,79701,46691,59836,19865,18489,72950,21574,643005,488957,52653,163589,324804
30APR2022,01APR2022,31MAR2023,202299,12. 35 - 39,68908,42618,46804,22104,20730,61957,20433,569625,425561,47805,143527,281576
30APR2022,01APR2022,31MAR2023,202299,13. 40 - 44,59390,38468,34496,24894,23222,51903,19448,475241,350755,39971,122016,228512
30APR2022,01APR2022,31MAR2023,202299,14. 45 - 49,61362,41631,33246,28116,26484,52546,19777,476050,355428,36696,121174,233936
30APR2022,01APR2022,31MAR2023,202299,15. 50 - 54,82036,56670,42977,39059,36727,69631,24468,616948,468921,41615,155130,313439
30APR2022,01APR2022,31MAR2023,202299,16. 55 - 59,99523,69704,51585,47938,45126,83502,27761,716326,553548,41751,175273,377461
30APR2022,01APR2022,31MAR2023,202299,17. 60 - 64,109227,76665,56255,52972,49928,90531,29060,728412,571773,36480,174779,396125
30APR2022,01APR2022,31MAR2023,202299,18. 65 - 69,116139,80601,61397,54742,51656,94137,29875,718650,572060,29742,168704,402029
30APR2022,01APR2022,31MAR2023,202299,19. 70 - 74,140151,95012,76961,63190,59911,110621,36921,790181,634891,27393,183939,449218
30APR2022,01APR2022,31MAR2023,202299,20. 75 - 79,150657,95844,90257,60400,57122,113250,42908,775610,623220,26884,178853,441875
30APR2022,01APR2022,31MAR2023,202299,21. 80 - 84,123191,69470,85108,38083,35786,85077,40641,548510,435538,22028,125432,306784
30APR2022,01APR2022,31MAR2023,202299,22. 85 - 89,95193,46403,74931,20262,18904,59618,35714,348428,271645,16129,78367,189190
30APR2022,01APR2022,31MAR2023,202299,23. 90+,63379,25004,56559,6820,6286,35309,26822,167448,126403,9368,35729,87020
30APR2022,01APR2022,31MAR2023,202299,24. unknown,17820,10873,12379,5441,5030,14039,3775,36832,27094,3336,6858,20206
31MAR2022,01APR2021,31MAR2022,202199,01. 0 - 4,111354,25742,101962,9392,7873,104200,41171,357240,263761,29585,113523,142394
31MAR2022,01APR2021,31MAR2022,202199,02. 5 - 9,25767,13895,15848,9919,8893,24784,11948,284919,207919,23672,68584,137744
31MAR2022,01APR2021,31MAR2022,202199,03. 10 - 14,25321,13957,16517,8804,7945,24119,12251,314262,235083,23444,78584,155638
31MAR2022,01APR2021,31MAR2022,202199,04. 15,6463,3383,4269,2194,2026,6127,3188,77140,57260,5776,17190,39924
31MAR2022,01APR2021,31MAR2022,202199,05. 16,6330,3402,4168,2162,1981,5749,2836,73131,53229,6087,15276,37853
31MAR2022,01APR2021,31MAR2022,202199,06. 17,6478,3517,4335,2143,1968,5828,2725,68228,49907,6322,14910,34926
31MAR2022,01APR2021,31MAR2022,202199,07. 18,7717,3877,5587,2130,1951,6778,3309,62211,44995,6755,14618,30319
31MAR2022,01APR2021,31MAR2022,202199,08. 19,8030,3998,5950,2080,1910,7114,3381,59477,43425,6766,14527,28834
31MAR2022,01APR2021,31MAR2022,202199,09. 20 - 24,50694,26505,37753,12941,11946,45646,18145,379816,281268,40526,97147,183945
31MAR2022,01APR2021,31MAR2022,202199,10. 25 - 29,72361,40276,54095,18266,16960,66239,20748,573159,430461,53013,149331,280798
31MAR2022,01APR2021,31MAR2022,202199,11. 30 - 34,87038,51077,63975,23063,21419,79659,23648,722410,545107,60189,184478,360035
31MAR2022,01APR2021,31MAR2022,202199,12. 35 - 39,76162,47308,50319,25843,24104,68524,22172,648924,484787,54289,165507,318825
31MAR2022,01APR2021,31MAR2022,202199,13. 40 - 44,66553,43865,37511,29042,27188,58637,21253,551862,408682,46309,143465,264991
31MAR2022,01APR2021,31MAR2022,202199,14. 45 - 49,69112,47248,36011,33101,31021,59735,21154,556692,417087,42935,143567,273220
31MAR2022,01APR2021,31MAR2022,202199,15. 50 - 54,93502,65097,47742,45760,43008,80074,26952,717852,545737,48488,181558,363793
31MAR2022,01APR2021,31MAR2022,202199,16. 55 - 59,111870,78686,56178,55692,52385,94818,29954,826608,637683,48858,203130,433791
31MAR2022,01APR2021,31MAR2022,202199,17. 60 - 64,121332,85812,60743,60589,56992,101451,30516,838440,658052,42048,202485,454781
31MAR2022,01APR2021,31MAR2022,202199,18. 65 - 69,128685,89751,65809,62876,59267,105367,31602,829201,660524,34223,194954,464212
31MAR2022,01APR2021,31MAR2022,202199,19. 70 - 74,155474,105518,83168,72306,68259,123911,39101,920325,741698,32125,215849,524067
31MAR2022,01APR2021,31MAR2022,202199,20. 75 - 79,163402,104565,94869,68533,64695,124378,44353,896281,720908,31031,206278,511946
31MAR2022,01APR2021,31MAR2022,202199,21. 80 - 84,133281,75310,89827,43454,40889,93353,42536,639198,507017,25738,145537,357769
31MAR2022,01APR2021,31MAR2022,202199,22. 85 - 89,102213,49382,78927,23286,21721,64782,37406,407229,316948,18855,90516,222124
31MAR2022,01APR2021,31MAR2022,202199,23. 90+,66522,25890,58549,7973,7315,37423,27581,194448,146737,10655,40801,102127
31MAR2022,01APR2021,31MAR2022,202199,24. unknown,18504,11930,12538,5966,5519,14894,3640,207169,183599,17041,38688,144404
28FEB2022,01APR2021,31MAR2022,202199,01. 0 - 4,99917,23509,91343,8574,7253,93334,36444,313794,231328,26014,98675,126043
28FEB2022,01APR2021,31MAR2022,202199,02. 5 - 9,21600,11830,12718,8882,8014,20696,9846,250985,182961,21535,58176,123385
28FEB2022,01APR2021,31MAR2022,202199,03. 10 - 14,21117,11840,13044,8073,7320,20089,9877,272452,202411,20877,64962,136729
28FEB2022,01APR2021,31MAR2022,202199,04. 15,5579,2981,3534,2045,1854,5274,2703,67635,50458,5158,14974,35386
28FEB2022,01APR2021,31MAR2022,202199,05. 16,5371,2991,3414,1957,1793,4911,2315,63761,47160,5353,13536,33555
28FEB2022,01APR2021,31MAR2022,202199,06. 17,5958,3288,3834,2124,1975,5382,2479,60810,44725,5689,13183,31491
28FEB2022,01APR2021,31MAR2022,202199,07. 18,6672,3386,4791,1881,1724,5958,2933,54258,39461,5900,13023,26393
28FEB2022,01APR2021,31MAR2022,202199,08. 19,7155,3525,5363,1792,1675,6336,3058,52432,38412,6018,12977,25395
28FEB2022,01APR2021,31MAR2022,202199,09. 20 - 24,45674,24009,34119,11555,10737,41138,16456,335348,250879,35235,88258,162481
28FEB2022,01APR2021,31MAR2022,202199,10. 25 - 29,65530,36746,49323,16207,15068,59926,19170,506255,385338,45195,134440,250616
28FEB2022,01APR2021,31MAR2022,202199,11. 30 - 34,76902,45546,56721,20181,18809,70320,20976,634113,483620,51499,164837,318325
28FEB2022,01APR2021,31MAR2022,202199,12. 35 - 39,67390,41933,44859,22531,21039,60696,19824,567128,426941,46831,147457,279117
28FEB2022,01APR2021,31MAR2022,202199,13. 40 - 44,58851,38889,33390,25461,23942,51752,18898,480848,359242,39696,126600,232412
28FEB2022,01APR2021,31MAR2022,202199,14. 45 - 49,61437,42160,32302,29135,27507,52945,19044,488457,369396,36969,128782,240325
28FEB2022,01APR2021,31MAR2022,202199,15. 50 - 54,83384,57906,42763,40621,38297,71192,24207,627713,482648,41734,161138,321083
28FEB2022,01APR2021,31MAR2022,202199,16. 55 - 59,99132,69833,50174,48958,46112,83611,26740,718708,562003,40844,179101,382233
28FEB2022,01APR2021,31MAR2022,202199,17. 60 - 64,108578,76986,54624,53954,50931,90814,27905,728772,577978,35931,178093,399165
28FEB2022,01APR2021,31MAR2022,202199,18. 65 - 69,114983,81071,59003,55980,52888,94043,28453,718461,578422,28801,171703,405463
28FEB2022,01APR2021,31MAR2022,202199,19. 70 - 74,140447,96114,75209,65238,61713,111912,35743,794252,645301,27209,189449,454395
28FEB2022,01APR2021,31MAR2022,202199,20. 75 - 79,144503,93452,84324,60179,56856,109756,39763,765535,619660,25889,177995,439306
28FEB2022,01APR2021,31MAR2022,202199,21. 80 - 84,118019,67513,79783,38236,35994,82443,37969,546205,435211,21791,124492,307465
28FEB2022,01APR2021,31MAR2022,202199,22. 85 - 89,91665,45180,71281,20384,19045,57832,33987,348898,273028,15786,77287,191766
28FEB2022,01APR2021,31MAR2022,202199,23. 90+,60573,24268,53533,7040,6551,34306,25647,168123,127733,8903,35348,88962
28FEB2022,01APR2021,31MAR2022,202199,24. unknown,16977,10795,11545,5432,4954,13589,3576,183225,162925,14766,35228,126071
31JAN2022,01APR2021,31MAR2022,202199,01. 0 - 4,103037,24130,94617,8420,7082,96120,36370,326749,240161,28721,100555,132504
31JAN2022,01APR2021,31MAR2022,202199,02. 5 - 9,20465,11024,12277,8188,7337,19623,9673,256282,183896,23512,56407,126014
31JAN2022,01APR2021,31MAR2022,202199,03. 10 - 14,21096,11563,13418,7678,6961,20097,10468,275655,203156,22567,63229,139116
31JAN2022,01APR2021,31MAR2022,202199,04. 15,5547,2775,3731,1816,1653,5263,2954,68649,50718,5655,14502,36096
31JAN2022,01APR2021,31MAR2022,202199,05. 16,5469,2934,3591,1878,1721,4959,2480,64429,47073,5631,13151,33829
31JAN2022,01APR2021,31MAR2022,202199,06. 17,5988,3112,4057,1931,1777,5392,2678,62253,45186,6072,12953,32182
31JAN2022,01APR2021,31MAR2022,202199,07. 18,6603,3256,4855,1748,1572,5843,3018,56138,40142,6406,12600,27486
31JAN2022,01APR2021,31MAR2022,202199,08. 19,7088,3398,5374,1714,1561,6284,3117,54394,39340,6510,12764,26538
31JAN2022,01APR2021,31MAR2022,202199,09. 20 - 24,46778,24031,35808,10970,10174,42329,17081,346906,257137,38100,88476,168518
31JAN2022,01APR2021,31MAR2022,202199,10. 25 - 29,67128,36829,51868,15260,14163,61725,19932,525747,397300,49022,136065,260945
31JAN2022,01APR2021,31MAR2022,202199,11. 30 - 34,79431,45802,60358,19073,17836,72515,22337,658943,500038,55893,167475,332068
31JAN2022,01APR2021,31MAR2022,202199,12. 35 - 39,68666,42036,47136,21530,20209,61670,21114,590941,442591,50104,149979,292190
31JAN2022,01APR2021,31MAR2022,202199,13. 40 - 44,59221,38134,35093,24128,22718,51358,20148,496119,367443,42594,128294,238954
31JAN2022,01APR2021,31MAR2022,202199,14. 45 - 49,62497,41841,34293,28204,26546,53470,20986,505912,379121,39742,129667,249199
31JAN2022,01APR2021,31MAR2022,202199,15. 50 - 54,83762,57405,44439,39323,37152,70576,25600,648069,492822,45523,161408,331069
31JAN2022,01APR2021,31MAR2022,202199,16. 55 - 59,99455,69355,51938,47517,45101,82632,28188,744172,575161,46067,179843,394595
31JAN2022,01APR2021,31MAR2022,202199,17. 60 - 64,107860,75626,55650,52210,49439,88967,28715,753022,591321,40123,177622,412924
31JAN2022,01APR2021,31MAR2022,202199,18. 65 - 69,114935,80126,60121,54814,51960,93098,29831,743544,593438,32316,172037,420035
31JAN2022,01APR2021,31MAR2022,202199,19. 70 - 74,140578,94866,76863,63715,60480,110357,37160,828725,668231,30819,190634,476033
31JAN2022,01APR2021,31MAR2022,202199,20. 75 - 79,145293,92769,86497,58796,55694,108856,41416,792925,638873,29145,178739,457675
31JAN2022,01APR2021,31MAR2022,202199,21. 80 - 84,121315,67863,84323,36992,34968,82996,40374,570016,451847,24662,125648,322769
31JAN2022,01APR2021,31MAR2022,202199,22. 85 - 89,95326,45753,75892,19434,18187,59307,36540,365450,284066,18339,78614,201475
31JAN2022,01APR2021,31MAR2022,202199,23. 90+,65314,25635,58615,6699,6239,36274,27911,177841,134443,10235,36255,94580
31JAN2022,01APR2021,31MAR2022,202199,24. unknown,17622,10923,12516,5106,4692,13833,3792,189055,168143,15172,35430,131407
31DEC2021,01APR2021,31MAR2022,202199,01. 0 - 4,112710,25538,104438,8272,6922,105024,43598,304335,221988,27486,94348,121536
31DEC2021,01APR2021,31MAR2022,202199,02. 5 - 9,20496,10847,12371,8125,7319,19657,9947,233975,163501,22942,50915,111409
31DEC2021,01APR2021,31MAR2022,202199,03. 10 - 14,19644,11412,12092,7552,6871,18568,9025,257070,186741,22056,58478,127618
31DEC2021,01APR2021,31MAR2022,202199,04. 15,5122,2873,3208,1914,1755,4844,2372,64920,47207,5497,13741,33379
